x	y	line_id
65.360	30.260	0131-0058
65.450	30.217	0131-0058
65.541	30.174	0131-0058
65.631	30.130	0131-0058
65.721	30.087	0131-0058
65.811	30.044	0131-0058
65.902	30.001	0131-0058
65.992	29.958	0131-0058
66.082	29.915	0131-0058
66.172	29.872	0131-0058
66.263	29.829	0131-0058
66.353	29.786	0131-0058
66.443	29.743	0131-0058
66.533	29.700	0131-0058
66.624	29.657	0131-0058
66.714	29.614	0131-0058
66.804	29.571	0131-0058
66.895	29.528	0131-0058
66.985	29.485	0131-0058
67.075	29.442	0131-0058
67.165	29.399	0131-0058
67.256	29.356	0131-0058
67.346	29.313	0131-0058
67.436	29.270	0131-0058
67.526	29.227	0131-0058
67.617	29.184	0131-0058
67.707	29.141	0131-0058
67.797	29.098	0131-0058
67.887	29.054	0131-0058
67.978	29.011	0131-0058
68.068	28.968	0131-0058
68.158	28.925	0131-0058
68.249	28.882	0131-0058
68.339	28.839	0131-0058
68.429	28.796	0131-0058
68.519	28.753	0131-0058
68.610	28.710	0131-0058
68.700	28.667	0131-0058
68.790	28.624	0131-0058
68.880	28.581	0131-0058
68.971	28.538	0131-0058
69.061	28.495	0131-0058
69.151	28.452	0131-0058
69.241	28.409	0131-0058
69.333	28.369	0131-0058
69.429	28.342	0131-0058
69.526	28.315	0131-0058
69.622	28.288	0131-0058
69.718	28.261	0131-0058
69.815	28.234	0131-0058
69.911	28.207	0131-0058
70.007	28.180	0131-0058
70.104	28.153	0131-0058
70.200	28.126	0131-0058
70.296	28.099	0131-0058
70.392	28.072	0131-0058
70.489	28.045	0131-0058
70.585	28.018	0131-0058
70.681	27.991	0131-0058
70.778	27.964	0131-0058
70.874	27.937	0131-0058
70.970	27.910	0131-0058
71.066	27.883	0131-0058
71.163	27.856	0131-0058
71.259	27.829	0131-0058
71.355	27.802	0131-0058
71.452	27.775	0131-0058
71.548	27.748	0131-0058
71.644	27.721	0131-0058
71.740	27.694	0131-0058
71.837	27.667	0131-0058
71.933	27.640	0131-0058
72.029	27.613	0131-0058
72.126	27.586	0131-0058
72.222	27.559	0131-0058
72.318	27.533	0131-0058
72.414	27.506	0131-0058
72.511	27.479	0131-0058
72.607	27.452	0131-0058
72.703	27.425	0131-0058
72.800	27.398	0131-0058
72.896	27.371	0131-0058
72.992	27.344	0131-0058
73.088	27.317	0131-0058
73.185	27.290	0131-0058
73.281	27.263	0131-0058
73.377	27.236	0131-0058
73.474	27.209	0131-0058
73.570	27.182	0131-0058
73.666	27.155	0131-0058
73.762	27.128	0131-0058
73.859	27.101	0131-0058
73.955	27.074	0131-0058
74.051	27.047	0131-0058
74.148	27.020	0131-0058
74.244	26.993	0131-0058
74.340	26.966	0131-0058
74.437	26.939	0131-0058
74.533	26.912	0131-0058
74.629	26.885	0131-0058
74.725	26.858	0131-0058
74.822	26.831	0131-0058
74.918	26.804	0131-0058
75.014	26.777	0131-0058
75.111	26.750	0131-0058
75.207	26.723	0131-0058
75.303	26.696	0131-0058
75.399	26.669	0131-0058
75.496	26.642	0131-0058
75.592	26.615	0131-0058
75.688	26.588	0131-0058
75.785	26.561	0131-0058
75.881	26.534	0131-0058
75.977	26.507	0131-0058
76.073	26.480	0131-0058
76.170	26.453	0131-0058
76.266	26.426	0131-0058
76.362	26.399	0131-0058
76.459	26.372	0131-0058
76.555	26.345	0131-0058
76.651	26.318	0131-0058
76.747	26.291	0131-0058
76.844	26.264	0131-0058
76.940	26.237	0131-0058
77.036	26.210	0131-0058
77.133	26.183	0131-0058
77.229	26.156	0131-0058
77.325	26.129	0131-0058
77.421	26.102	0131-0058
77.518	26.075	0131-0058
77.613	26.046	0131-0058
77.709	26.015	0131-0058
77.804	25.985	0131-0058
77.899	25.954	0131-0058
77.994	25.923	0131-0058
78.089	25.893	0131-0058
78.185	25.862	0131-0058
78.280	25.831	0131-0058
78.375	25.801	0131-0058
78.470	25.770	0131-0058
78.565	25.739	0131-0058
78.660	25.709	0131-0058
78.756	25.678	0131-0058
78.851	25.647	0131-0058
78.946	25.617	0131-0058
79.041	25.586	0131-0058
79.136	25.555	0131-0058
79.232	25.525	0131-0058
79.327	25.494	0131-0058
79.422	25.463	0131-0058
79.517	25.433	0131-0058
79.612	25.402	0131-0058
79.707	25.371	0131-0058
79.803	25.341	0131-0058
79.898	25.310	0131-0058
79.993	25.279	0131-0058
80.088	25.249	0131-0058
80.183	25.218	0131-0058
80.279	25.187	0131-0058
80.374	25.157	0131-0058
80.469	25.126	0131-0058
80.564	25.095	0131-0058
80.659	25.065	0131-0058
80.754	25.034	0131-0058
80.850	25.003	0131-0058
80.945	24.973	0131-0058
81.040	24.942	0131-0058
81.135	24.911	0131-0058
81.230	24.881	0131-0058
81.326	24.850	0131-0058
81.421	24.819	0131-0058
81.516	24.789	0131-0058
81.611	24.758	0131-0058
81.706	24.727	0131-0058
81.801	24.697	0131-0058
81.897	24.666	0131-0058
81.992	24.635	0131-0058
82.087	24.605	0131-0058
82.182	24.574	0131-0058
82.277	24.543	0131-0058
82.372	24.513	0131-0058
82.468	24.482	0131-0058
82.563	24.451	0131-0058
82.658	24.421	0131-0058
82.753	24.390	0131-0058
82.848	24.359	0131-0058
82.944	24.329	0131-0058
83.039	24.298	0131-0058
83.134	24.267	0131-0058
83.228	24.232	0131-0058
83.319	24.192	0131-0058
83.411	24.152	0131-0058
83.502	24.111	0131-0058
83.594	24.071	0131-0058
83.685	24.030	0131-0058
83.777	23.990	0131-0058
83.868	23.950	0131-0058
83.960	23.909	0131-0058
84.051	23.869	0131-0058
84.143	23.829	0131-0058
84.234	23.788	0131-0058
84.326	23.748	0131-0058
84.417	23.708	0131-0058
84.509	23.667	0131-0058
84.600	23.627	0131-0058
84.691	23.586	0131-0058
84.783	23.546	0131-0058
84.874	23.506	0131-0058
84.966	23.465	0131-0058
85.057	23.425	0131-0058
85.149	23.385	0131-0058
85.240	23.344	0131-0058
85.332	23.304	0131-0058
85.423	23.264	0131-0058
85.515	23.223	0131-0058
85.606	23.183	0131-0058
85.698	23.142	0131-0058
85.789	23.102	0131-0058
85.881	23.062	0131-0058
85.972	23.021	0131-0058
86.064	22.981	0131-0058
86.155	22.941	0131-0058
86.247	22.900	0131-0058
86.338	22.860	0131-0058
86.430	22.820	0131-0058
86.521	22.779	0131-0058
86.613	22.739	0131-0058
86.704	22.698	0131-0058
86.796	22.658	0131-0058
86.887	22.618	0131-0058
86.979	22.577	0131-0058
87.070	22.537	0131-0058
87.162	22.497	0131-0058
87.253	22.456	0131-0058
87.345	22.416	0131-0058
87.436	22.376	0131-0058
87.531	22.345	0131-0058
87.627	22.314	0131-0058
87.722	22.284	0131-0058
87.817	22.253	0131-0058
87.912	22.223	0131-0058
88.007	22.192	0131-0058
88.103	22.161	0131-0058
88.198	22.131	0131-0058
88.293	22.100	0131-0058
88.388	22.070	0131-0058
88.484	22.039	0131-0058
88.579	22.009	0131-0058
88.674	21.978	0131-0058
88.769	21.947	0131-0058
88.864	21.917	0131-0058
88.960	21.886	0131-0058
89.055	21.856	0131-0058
89.150	21.825	0131-0058
89.245	21.795	0131-0058
89.340	21.764	0131-0058
89.436	21.733	0131-0058
89.531	21.703	0131-0058
89.626	21.672	0131-0058
89.721	21.642	0131-0058
89.817	21.611	0131-0058
89.912	21.581	0131-0058
90.007	21.550	0131-0058
90.102	21.519	0131-0058
90.197	21.489	0131-0058
90.293	21.458	0131-0058
90.388	21.428	0131-0058
90.483	21.397	0131-0058
90.578	21.367	0131-0058
90.673	21.336	0131-0058
90.769	21.305	0131-0058
90.864	21.275	0131-0058
90.959	21.244	0131-0058
91.054	21.214	0131-0058
91.149	21.183	0131-0058
91.245	21.153	0131-0058
91.340	21.122	0131-0058
91.435	21.091	0131-0058
91.530	21.061	0131-0058
91.626	21.030	0131-0058
91.721	21.000	0131-0058
91.816	20.969	0131-0058
91.911	20.938	0131-0058
92.006	20.908	0131-0058
92.102	20.877	0131-0058
92.197	20.847	0131-0058
92.292	20.816	0131-0058
92.387	20.786	0131-0058
92.482	20.755	0131-0058
92.578	20.724	0131-0058
92.673	20.694	0131-0058
92.768	20.663	0131-0058
92.863	20.633	0131-0058
92.959	20.602	0131-0058
93.054	20.572	0131-0058
93.149	20.541	0131-0058
93.244	20.510	0131-0058
93.339	20.480	0131-0058
93.435	20.449	0131-0058
93.530	20.419	0131-0058
93.625	20.388	0131-0058
93.720	20.358	0131-0058
93.815	20.327	0131-0058
93.911	20.296	0131-0058
94.006	20.266	0131-0058
94.101	20.235	0131-0058
94.196	20.205	0131-0058
94.292	20.175	0131-0058
94.387	20.146	0131-0058
94.483	20.117	0131-0058
94.579	20.088	0131-0058
94.675	20.059	0131-0058
94.770	20.030	0131-0058
94.866	20.001	0131-0058
94.962	19.972	0131-0058
95.057	19.943	0131-0058
95.153	19.914	0131-0058
95.249	19.885	0131-0058
95.344	19.856	0131-0058
95.440	19.827	0131-0058
95.536	19.798	0131-0058
95.632	19.769	0131-0058
95.727	19.740	0131-0058
95.823	19.711	0131-0058
95.919	19.682	0131-0058
96.014	19.653	0131-0058
96.110	19.624	0131-0058
96.206	19.595	0131-0058
96.302	19.566	0131-0058
96.397	19.537	0131-0058
96.493	19.508	0131-0058
96.589	19.479	0131-0058
96.684	19.450	0131-0058
96.780	19.421	0131-0058
96.876	19.393	0131-0058
96.972	19.364	0131-0058
97.067	19.335	0131-0058
97.163	19.306	0131-0058
97.259	19.277	0131-0058
97.354	19.248	0131-0058
97.450	19.219	0131-0058
97.546	19.190	0131-0058
97.642	19.161	0131-0058
97.737	19.132	0131-0058
97.833	19.103	0131-0058
97.929	19.074	0131-0058
98.024	19.045	0131-0058
98.120	19.016	0131-0058
98.216	18.987	0131-0058
98.312	18.958	0131-0058
98.407	18.929	0131-0058
98.503	18.900	0131-0058
98.599	18.871	0131-0058
98.694	18.842	0131-0058
98.790	18.813	0131-0058
98.886	18.784	0131-0058
98.981	18.755	0131-0058
99.077	18.726	0131-0058
99.173	18.697	0131-0058
99.269	18.668	0131-0058
99.364	18.639	0131-0058
99.460	18.610	0131-0058
99.556	18.581	0131-0058
99.651	18.552	0131-0058
99.747	18.523	0131-0058
99.843	18.494	0131-0058
99.939	18.465	0131-0058
100.034	18.436	0131-0058
100.130	18.407	0131-0058
100.226	18.378	0131-0058
100.321	18.349	0131-0058
100.417	18.320	0131-0058
100.513	18.291	0131-0058
100.609	18.262	0131-0058
100.704	18.233	0131-0058
100.800	18.204	0131-0058
100.896	18.176	0131-0058
100.991	18.147	0131-0058
101.089	18.124	0131-0058
101.189	18.121	0131-0058
101.289	18.118	0131-0058
101.389	18.115	0131-0058
101.489	18.112	0131-0058
101.589	18.109	0131-0058
101.689	18.105	0131-0058
101.789	18.102	0131-0058
101.888	18.099	0131-0058
101.988	18.096	0131-0058
102.088	18.093	0131-0058
102.188	18.090	0131-0058
102.288	18.087	0131-0058
102.388	18.084	0131-0058
102.488	18.080	0131-0058
102.588	18.077	0131-0058
102.688	18.074	0131-0058
102.788	18.071	0131-0058
102.888	18.068	0131-0058
102.988	18.065	0131-0058
103.088	18.064	0131-0058
103.188	18.070	0131-0058
103.288	18.075	0131-0058
103.387	18.081	0131-0058
103.487	18.087	0131-0058
103.587	18.092	0131-0058
103.687	18.098	0131-0058
103.787	18.103	0131-0058
103.887	18.109	0131-0058
103.986	18.115	0131-0058
104.086	18.120	0131-0058
104.186	18.126	0131-0058
104.286	18.132	0131-0058
104.386	18.137	0131-0058
104.486	18.143	0131-0058
104.586	18.149	0131-0058
104.685	18.154	0131-0058
104.785	18.160	0131-0058
104.885	18.166	0131-0058
104.985	18.171	0131-0058
105.085	18.177	0131-0058
105.185	18.183	0131-0058
105.284	18.188	0131-0058
105.384	18.194	0131-0058
105.484	18.200	0131-0058
105.584	18.205	0131-0058
105.684	18.211	0131-0058
105.784	18.217	0131-0058
105.883	18.222	0131-0058
105.983	18.228	0131-0058
106.083	18.233	0131-0058
106.183	18.239	0131-0058
106.283	18.245	0131-0058
106.383	18.252	0131-0058
106.478	18.281	0131-0058
106.574	18.310	0131-0058
106.670	18.339	0131-0058
106.765	18.368	0131-0058
106.861	18.397	0131-0058
106.957	18.426	0131-0058
107.052	18.455	0131-0058
107.148	18.484	0131-0058
107.244	18.513	0131-0058
107.340	18.542	0131-0058
107.435	18.571	0131-0058
107.531	18.600	0131-0058
107.627	18.629	0131-0058
107.722	18.658	0131-0058
107.818	18.687	0131-0058
107.914	18.716	0131-0058
108.009	18.745	0131-0058
108.105	18.774	0131-0058
108.201	18.803	0131-0058
108.297	18.832	0131-0058
108.392	18.861	0131-0058
108.475	18.918	0131-0058
108.541	18.993	0131-0058
108.607	19.068	0131-0058
108.673	19.143	0131-0058
108.739	19.218	0131-0058
108.805	19.293	0131-0058
108.871	19.368	0131-0058
108.937	19.443	0131-0058
109.003	19.518	0131-0058
109.070	19.593	0131-0058
109.136	19.668	0131-0058
109.202	19.743	0131-0058
109.268	19.818	0131-0058
109.334	19.893	0131-0058
109.400	19.969	0131-0058
109.466	20.044	0131-0058
109.532	20.119	0131-0058
109.598	20.194	0131-0058
109.664	20.269	0131-0058
109.730	20.344	0131-0058
109.796	20.419	0131-0058
109.807	20.518	0131-0058
109.799	20.618	0131-0058
109.792	20.718	0131-0058
109.785	20.818	0131-0058
109.778	20.917	0131-0058
109.770	21.017	0131-0058
109.763	21.117	0131-0058
109.756	21.217	0131-0058
109.749	21.316	0131-0058
109.741	21.416	0131-0058
109.734	21.516	0131-0058
109.727	21.616	0131-0058
109.720	21.715	0131-0058
109.712	21.815	0131-0058
109.705	21.915	0131-0058
109.698	22.014	0131-0058
109.691	22.114	0131-0058
109.683	22.214	0131-0058
109.676	22.314	0131-0058
109.669	22.413	0131-0058
109.662	22.513	0131-0058
109.654	22.613	0131-0058
109.647	22.713	0131-0058
109.640	22.812	0131-0058
109.633	22.912	0131-0058
109.625	23.012	0131-0058
109.618	23.112	0131-0058
109.611	23.211	0131-0058
109.604	23.311	0131-0058
109.596	23.411	0131-0058
109.589	23.511	0131-0058
109.582	23.610	0131-0058
109.575	23.710	0131-0058
109.567	23.810	0131-0058
109.537	23.905	0131-0058
109.471	23.981	0131-0058
109.406	24.056	0131-0058
109.341	24.132	0131-0058
109.275	24.208	0131-0058
109.210	24.283	0131-0058
109.144	24.359	0131-0058
109.079	24.435	0131-0058
109.014	24.510	0131-0058
108.948	24.586	0131-0058
108.883	24.662	0131-0058
108.818	24.737	0131-0058
108.752	24.813	0131-0058
108.687	24.889	0131-0058
108.622	24.964	0131-0058
108.556	25.040	0131-0058
108.491	25.116	0131-0058
108.425	25.192	0131-0058
108.360	25.267	0131-0058
108.295	25.343	0131-0058
108.229	25.419	0131-0058
108.164	25.494	0131-0058
108.099	25.570	0131-0058
108.033	25.646	0131-0058
107.968	25.721	0131-0058
107.903	25.797	0131-0058
107.837	25.873	0131-0058
107.772	25.948	0131-0058
107.707	26.024	0131-0058
107.641	26.100	0131-0058
107.576	26.175	0131-0058
107.510	26.251	0131-0058
107.445	26.327	0131-0058
107.380	26.402	0131-0058
107.314	26.478	0131-0058
107.249	26.554	0131-0058
107.184	26.630	0131-0058
107.118	26.705	0131-0058
107.053	26.781	0131-0058
106.988	26.857	0131-0058
106.922	26.932	0131-0058
106.857	27.008	0131-0058
106.791	27.084	0131-0058
106.726	27.159	0131-0058
106.661	27.235	0131-0058
106.595	27.311	0131-0058
106.530	27.386	0131-0058
106.465	27.462	0131-0058
106.399	27.538	0131-0058
106.334	27.613	0131-0058
106.269	27.689	0131-0058
106.203	27.765	0131-0058
106.138	27.840	0131-0058
106.072	27.916	0131-0058
106.007	27.992	0131-0058
105.942	28.067	0131-0058
105.876	28.143	0131-0058
105.811	28.219	0131-0058
105.746	28.295	0131-0058
105.680	28.370	0131-0058
105.615	28.446	0131-0058
105.550	28.522	0131-0058
105.484	28.597	0131-0058
105.419	28.673	0131-0058
105.353	28.749	0131-0058
105.288	28.824	0131-0058
105.223	28.900	0131-0058
105.157	28.976	0131-0058
105.092	29.051	0131-0058
105.027	29.127	0131-0058
104.961	29.203	0131-0058
104.896	29.278	0131-0058
104.831	29.354	0131-0058
104.767	29.432	0131-0058
104.705	29.510	0131-0058
104.643	29.588	0131-0058
104.581	29.666	0131-0058
104.518	29.745	0131-0058
104.456	29.823	0131-0058
104.394	29.901	0131-0058
104.332	29.979	0131-0058
104.269	30.058	0131-0058
104.207	30.136	0131-0058
104.145	30.214	0131-0058
104.083	30.292	0131-0058
104.020	30.371	0131-0058
103.958	30.449	0131-0058
103.896	30.527	0131-0058
103.833	30.605	0131-0058
103.771	30.684	0131-0058
103.709	30.762	0131-0058
103.647	30.840	0131-0058
103.584	30.918	0131-0058
103.522	30.997	0131-0058
103.460	31.075	0131-0058
103.398	31.153	0131-0058
103.335	31.231	0131-0058
103.273	31.310	0131-0058
103.211	31.388	0131-0058
103.149	31.466	0131-0058
103.086	31.544	0131-0058
103.024	31.623	0131-0058
102.962	31.701	0131-0058
102.900	31.779	0131-0058
102.837	31.857	0131-0058
102.775	31.936	0131-0058
102.713	32.014	0131-0058
102.650	32.092	0131-0058
102.588	32.170	0131-0058
102.526	32.249	0131-0058
102.464	32.327	0131-0058
102.401	32.405	0131-0058
102.339	32.483	0131-0058
102.277	32.562	0131-0058
102.215	32.640	0131-0058
102.152	32.718	0131-0058
102.090	32.796	0131-0058
102.028	32.875	0131-0058
101.966	32.953	0131-0058
101.903	33.031	0131-0058
101.841	33.109	0131-0058
101.779	33.188	0131-0058
101.717	33.266	0131-0058
101.654	33.344	0131-0058
101.592	33.422	0131-0058
101.530	33.501	0131-0058
101.467	33.579	0131-0058
101.405	33.657	0131-0058
101.343	33.735	0131-0058
101.281	33.814	0131-0058
101.218	33.892	0131-0058
101.156	33.970	0131-0058
101.094	34.048	0131-0058
101.032	34.127	0131-0058
100.969	34.205	0131-0058
100.907	34.283	0131-0058
100.845	34.361	0131-0058
100.783	34.440	0131-0058
100.720	34.518	0131-0058
100.658	34.596	0131-0058
100.596	34.674	0131-0058
100.533	34.753	0131-0058
100.471	34.831	0131-0058
100.409	34.909	0131-0058
100.347	34.987	0131-0058
100.284	35.066	0131-0058
100.222	35.144	0131-0058
100.175	35.232	0131-0058
100.147	35.328	0131-0058
100.119	35.424	0131-0058
100.091	35.520	0131-0058
100.063	35.616	0131-0058
100.035	35.712	0131-0058
100.007	35.808	0131-0058
99.979	35.904	0131-0058
99.951	36.000	0131-0058
99.923	36.096	0131-0058
99.895	36.192	0131-0058
99.867	36.288	0131-0058
99.839	36.384	0131-0058
99.811	36.480	0131-0058
99.783	36.576	0131-0058
99.755	36.672	0131-0058
99.727	36.768	0131-0058
99.699	36.864	0131-0058
99.671	36.960	0131-0058
99.643	37.056	0131-0058
99.615	37.152	0131-0058
99.587	37.248	0131-0058
99.559	37.344	0131-0058
99.531	37.440	0131-0058
99.503	37.536	0131-0058
99.475	37.632	0131-0058
99.447	37.728	0131-0058
99.419	37.824	0131-0058
99.391	37.920	0131-0058
99.363	38.016	0131-0058
99.335	38.112	0131-0058
99.312	38.209	0131-0058
99.310	38.309	0131-0058
99.308	38.409	0131-0058
99.306	38.509	0131-0058
99.303	38.609	0131-0058
99.301	38.709	0131-0058
99.299	38.809	0131-0058
99.297	38.909	0131-0058
99.295	39.009	0131-0058
99.293	39.109	0131-0058
99.291	39.209	0131-0058
99.288	39.309	0131-0058
99.286	39.409	0131-0058
99.284	39.509	0131-0058
99.282	39.609	0131-0058
99.280	39.709	0131-0058
99.278	39.809	0131-0058
99.276	39.909	0131-0058
99.273	40.009	0131-0058
99.271	40.109	0131-0058
99.269	40.209	0131-0058
99.267	40.309	0131-0058
99.265	40.409	0131-0058
99.263	40.509	0131-0058
99.261	40.609	0131-0058
99.258	40.709	0131-0058
99.256	40.809	0131-0058
99.254	40.909	0131-0058
99.252	41.009	0131-0058
99.250	41.109	0131-0058
99.248	41.209	0131-0058
99.246	41.309	0131-0058
99.243	41.409	0131-0058
99.241	41.509	0131-0058
99.239	41.609	0131-0058
99.237	41.708	0131-0058
99.235	41.808	0131-0058
99.233	41.908	0131-0058
99.231	42.008	0131-0058
99.228	42.108	0131-0058
99.226	42.208	0131-0058
99.224	42.308	0131-0058
99.222	42.408	0131-0058
99.220	42.508	0131-0058
99.218	42.608	0131-0058
99.216	42.708	0131-0058
99.213	42.808	0131-0058
99.211	42.908	0131-0058
99.209	43.008	0131-0058
99.207	43.108	0131-0058
99.205	43.208	0131-0058
99.203	43.308	0131-0058
99.201	43.408	0131-0058
99.198	43.508	0131-0058
99.196	43.608	0131-0058
99.194	43.708	0131-0058
99.192	43.808	0131-0058
99.190	43.908	0131-0058
99.188	44.008	0131-0058
99.186	44.108	0131-0058
99.183	44.208	0131-0058
99.181	44.308	0131-0058
99.179	44.408	0131-0058
99.177	44.508	0131-0058
99.175	44.608	0131-0058
99.173	44.708	0131-0058
99.171	44.808	0131-0058
99.168	44.908	0131-0058
99.166	45.008	0131-0058
99.164	45.108	0131-0058
99.162	45.208	0131-0058
99.160	45.308	0131-0058
99.158	45.408	0131-0058
99.156	45.508	0131-0058
99.153	45.608	0131-0058
99.151	45.708	0131-0058
99.149	45.808	0131-0058
99.147	45.908	0131-0058
99.145	46.008	0131-0058
99.143	46.107	0131-0058
99.141	46.207	0131-0058
99.139	46.307	0131-0058
99.136	46.407	0131-0058
99.134	46.507	0131-0058
99.132	46.607	0131-0058
99.130	46.707	0131-0058
99.128	46.807	0131-0058
99.126	46.907	0131-0058
99.137	47.007	0131-0058
99.154	47.105	0131-0058
99.171	47.204	0131-0058
99.187	47.302	0131-0058
99.204	47.401	0131-0058
99.221	47.500	0131-0058
99.238	47.598	0131-0058
99.255	47.697	0131-0058
99.272	47.795	0131-0058
99.289	47.894	0131-0058
99.305	47.992	0131-0058
99.322	48.091	0131-0058
99.339	48.189	0131-0058
99.356	48.288	0131-0058
99.373	48.387	0131-0058
99.390	48.485	0131-0058
99.407	48.584	0131-0058
99.423	48.682	0131-0058
99.440	48.781	0131-0058
99.457	48.879	0131-0058
99.474	48.978	0131-0058
99.491	49.077	0131-0058
99.508	49.175	0131-0058
99.525	49.274	0131-0058
99.541	49.372	0131-0058
99.558	49.471	0131-0058
99.575	49.569	0131-0058
99.592	49.668	0131-0058
99.609	49.767	0131-0058
99.626	49.865	0131-0058
99.643	49.964	0131-0058
99.660	50.062	0131-0058
99.676	50.161	0131-0058
99.693	50.259	0131-0058
99.710	50.358	0131-0058
99.727	50.457	0131-0058
99.744	50.555	0131-0058
99.761	50.654	0131-0058
99.778	50.752	0131-0058
99.794	50.851	0131-0058
99.811	50.949	0131-0058
99.828	51.048	0131-0058
99.845	51.147	0131-0058
99.862	51.245	0131-0058
99.879	51.344	0131-0058
99.896	51.442	0131-0058
99.912	51.541	0131-0058
99.929	51.639	0131-0058
99.975	51.728	0131-0058
100.043	51.802	0131-0058
100.111	51.875	0131-0058
100.179	51.949	0131-0058
100.246	52.022	0131-0058
100.314	52.096	0131-0058
100.382	52.169	0131-0058
100.450	52.243	0131-0058
100.518	52.316	0131-0058
100.586	52.390	0131-0058
100.653	52.463	0131-0058
100.721	52.537	0131-0058
100.789	52.610	0131-0058
100.857	52.684	0131-0058
100.925	52.757	0131-0058
100.993	52.830	0131-0058
101.060	52.904	0131-0058
101.128	52.977	0131-0058
101.196	53.051	0131-0058
101.264	53.124	0131-0058
101.332	53.198	0131-0058
101.400	53.271	0131-0058
101.467	53.345	0131-0058
101.535	53.418	0131-0058
101.603	53.492	0131-0058
101.671	53.565	0131-0058
101.739	53.639	0131-0058
101.806	53.712	0131-0058
101.874	53.786	0131-0058
101.942	53.859	0131-0058
102.010	53.933	0131-0058
102.078	54.006	0131-0058
102.146	54.080	0131-0058
102.213	54.153	0131-0058
102.281	54.227	0131-0058
102.349	54.300	0131-0058
102.417	54.374	0131-0058
102.485	54.447	0131-0058
102.553	54.521	0131-0058
102.620	54.594	0131-0058
102.688	54.667	0131-0058
102.756	54.741	0131-0058
102.824	54.814	0131-0058
102.892	54.888	0131-0058
102.975	54.943	0131-0058
103.074	54.959	0131-0058
103.172	54.975	0131-0058
103.271	54.991	0131-0058
103.370	55.007	0131-0058
103.469	55.022	0131-0058
103.567	55.038	0131-0058
103.666	55.054	0131-0058
103.765	55.070	0131-0058
103.864	55.086	0131-0058
103.962	55.101	0131-0058
104.061	55.117	0131-0058
104.160	55.133	0131-0058
104.259	55.149	0131-0058
104.357	55.165	0131-0058
104.456	55.180	0131-0058
104.555	55.196	0131-0058
104.654	55.212	0131-0058
104.752	55.228	0131-0058
104.851	55.244	0131-0058
104.950	55.259	0131-0058
105.048	55.275	0131-0058
105.147	55.291	0131-0058
105.246	55.307	0131-0058
105.345	55.323	0131-0058
105.443	55.338	0131-0058
105.542	55.354	0131-0058
105.641	55.370	0131-0058
105.740	55.386	0131-0058
105.838	55.402	0131-0058
105.937	55.417	0131-0058
106.036	55.433	0131-0058
106.134	55.415	0131-0058
106.230	55.385	0131-0058
106.325	55.354	0131-0058
106.420	55.324	0131-0058
106.516	55.294	0131-0058
106.611	55.264	0131-0058
106.706	55.234	0131-0058
106.802	55.203	0131-0058
106.897	55.173	0131-0058
106.992	55.143	0131-0058
107.088	55.113	0131-0058
107.183	55.083	0131-0058
107.278	55.053	0131-0058
107.374	55.022	0131-0058
107.469	54.992	0131-0058
107.564	54.962	0131-0058
107.660	54.932	0131-0058
107.755	54.902	0131-0058
107.850	54.871	0131-0058
107.946	54.841	0131-0058
108.041	54.811	0131-0058
108.136	54.781	0131-0058
108.232	54.751	0131-0058
108.327	54.720	0131-0058
108.422	54.690	0131-0058
108.518	54.660	0131-0058
108.613	54.630	0131-0058
108.708	54.600	0131-0058
108.804	54.569	0131-0058
108.899	54.539	0131-0058
108.994	54.509	0131-0058
109.090	54.479	0131-0058
109.185	54.449	0131-0058
109.280	54.419	0131-0058
109.376	54.388	0131-0058
109.471	54.358	0131-0058
109.566	54.328	0131-0058
109.662	54.298	0131-0058
109.757	54.268	0131-0058
109.844	54.218	0131-0058
109.913	54.145	0131-0058
109.982	54.073	0131-0058
110.051	54.001	0131-0058
110.120	53.929	0131-0058
110.189	53.857	0131-0058
110.259	53.784	0131-0058
110.328	53.712	0131-0058
110.397	53.640	0131-0058
110.466	53.568	0131-0058
110.535	53.495	0131-0058
110.604	53.423	0131-0058
110.674	53.351	0131-0058
110.743	53.279	0131-0058
110.812	53.207	0131-0058
110.881	53.134	0131-0058
110.950	53.062	0131-0058
111.019	52.990	0131-0058
111.089	52.918	0131-0058
111.158	52.845	0131-0058
111.227	52.773	0131-0058
111.296	52.701	0131-0058
111.365	52.629	0131-0058
111.434	52.557	0131-0058
111.504	52.484	0131-0058
111.573	52.412	0131-0058
111.642	52.340	0131-0058
111.711	52.268	0131-0058
111.780	52.195	0131-0058
111.849	52.123	0131-0058
111.919	52.051	0131-0058
111.988	51.979	0131-0058
112.057	51.907	0131-0058
112.126	51.834	0131-0058
112.195	51.762	0131-0058
112.264	51.690	0131-0058
112.334	51.618	0131-0058
112.403	51.545	0131-0058
112.472	51.473	0131-0058
112.541	51.401	0131-0058
112.610	51.329	0131-0058
112.679	51.257	0131-0058
112.749	51.184	0131-0058
112.818	51.112	0131-0058
112.887	51.040	0131-0058
112.956	50.968	0131-0058
113.025	50.895	0131-0058
113.094	50.823	0131-0058
113.164	50.751	0131-0058
113.233	50.679	0131-0058
113.302	50.607	0131-0058
113.371	50.534	0131-0058
113.440	50.462	0131-0058
113.509	50.390	0131-0058
113.579	50.318	0131-0058
113.648	50.246	0131-0058
113.717	50.173	0131-0058
113.786	50.101	0131-0058
113.855	50.029	0131-0058
113.924	49.957	0131-0058
113.994	49.884	0131-0058
114.063	49.812	0131-0058
