x	y	line_id
60.110	72.695	0127-0074
60.209	72.712	0127-0074
60.307	72.728	0127-0074
60.406	72.745	0127-0074
60.504	72.761	0127-0074
60.603	72.778	0127-0074
60.702	72.794	0127-0074
60.800	72.810	0127-0074
60.899	72.827	0127-0074
60.998	72.843	0127-0074
61.096	72.860	0127-0074
61.195	72.876	0127-0074
61.294	72.893	0127-0074
61.392	72.909	0127-0074
61.491	72.926	0127-0074
61.590	72.942	0127-0074
61.688	72.958	0127-0074
61.787	72.975	0127-0074
61.885	72.991	0127-0074
61.984	73.008	0127-0074
62.083	73.024	0127-0074
62.181	73.041	0127-0074
62.280	73.057	0127-0074
62.379	73.072	0127-0074
62.478	73.086	0127-0074
62.577	73.101	0127-0074
62.676	73.115	0127-0074
62.775	73.130	0127-0074
62.874	73.144	0127-0074
62.973	73.158	0127-0074
63.072	73.173	0127-0074
63.171	73.187	0127-0074
63.270	73.201	0127-0074
63.369	73.216	0127-0074
63.467	73.230	0127-0074
63.566	73.244	0127-0074
63.665	73.259	0127-0074
63.764	73.273	0127-0074
63.863	73.287	0127-0074
63.962	73.302	0127-0074
64.061	73.316	0127-0074
64.160	73.330	0127-0074
64.259	73.345	0127-0074
64.358	73.359	0127-0074
64.457	73.374	0127-0074
64.556	73.388	0127-0074
64.655	73.402	0127-0074
64.754	73.417	0127-0074
64.853	73.431	0127-0074
64.952	73.445	0127-0074
65.051	73.460	0127-0074
65.150	73.474	0127-0074
65.249	73.488	0127-0074
65.348	73.503	0127-0074
65.447	73.517	0127-0074
65.546	73.531	0127-0074
65.645	73.546	0127-0074
65.744	73.560	0127-0074
65.843	73.575	0127-0074
65.942	73.589	0127-0074
66.041	73.603	0127-0074
66.140	73.618	0127-0074
66.238	73.632	0127-0074
66.337	73.646	0127-0074
66.436	73.661	0127-0074
66.535	73.675	0127-0074
66.634	73.689	0127-0074
66.733	73.704	0127-0074
66.832	73.718	0127-0074
66.931	73.732	0127-0074
67.030	73.747	0127-0074
67.129	73.761	0127-0074
67.228	73.775	0127-0074
67.327	73.790	0127-0074
67.426	73.804	0127-0074
67.525	73.819	0127-0074
67.624	73.833	0127-0074
67.723	73.847	0127-0074
67.822	73.862	0127-0074
67.921	73.876	0127-0074
68.020	73.890	0127-0074
68.119	73.905	0127-0074
68.218	73.919	0127-0074
68.317	73.933	0127-0074
68.416	73.948	0127-0074
68.515	73.962	0127-0074
68.614	73.976	0127-0074
68.713	73.991	0127-0074
68.812	74.005	0127-0074
68.911	74.019	0127-0074
69.009	74.034	0127-0074
69.108	74.048	0127-0074
69.207	74.063	0127-0074
69.306	74.077	0127-0074
69.405	74.091	0127-0074
69.504	74.106	0127-0074
69.603	74.120	0127-0074
69.702	74.134	0127-0074
69.801	74.149	0127-0074
69.900	74.163	0127-0074
69.999	74.177	0127-0074
70.098	74.192	0127-0074
70.197	74.206	0127-0074
70.296	74.220	0127-0074
70.395	74.235	0127-0074
70.494	74.249	0127-0074
70.594	74.250	0127-0074
70.694	74.250	0127-0074
70.794	74.250	0127-0074
70.894	74.250	0127-0074
70.994	74.250	0127-0074
71.094	74.250	0127-0074
71.194	74.250	0127-0074
71.294	74.250	0127-0074
71.394	74.250	0127-0074
71.494	74.250	0127-0074
71.594	74.250	0127-0074
71.694	74.250	0127-0074
71.794	74.250	0127-0074
71.894	74.250	0127-0074
71.994	74.250	0127-0074
72.094	74.250	0127-0074
72.194	74.250	0127-0074
72.294	74.250	0127-0074
72.394	74.250	0127-0074
72.494	74.250	0127-0074
72.594	74.250	0127-0074
72.694	74.250	0127-0074
72.794	74.250	0127-0074
72.894	74.250	0127-0074
72.994	74.250	0127-0074
73.094	74.250	0127-0074
73.194	74.250	0127-0074
73.294	74.250	0127-0074
73.394	74.250	0127-0074
73.494	74.250	0127-0074
73.594	74.250	0127-0074
73.694	74.250	0127-0074
73.794	74.250	0127-0074
73.894	74.250	0127-0074
73.994	74.250	0127-0074
74.094	74.250	0127-0074
74.194	74.250	0127-0074
74.294	74.250	0127-0074
74.394	74.250	0127-0074
74.494	74.250	0127-0074
74.594	74.250	0127-0074
74.694	74.250	0127-0074
74.794	74.250	0127-0074
74.894	74.250	0127-0074
74.994	74.250	0127-0074
75.094	74.250	0127-0074
75.194	74.250	0127-0074
75.294	74.250	0127-0074
75.394	74.250	0127-0074
75.494	74.250	0127-0074
75.594	74.250	0127-0074
75.694	74.250	0127-0074
75.794	74.250	0127-0074
75.894	74.250	0127-0074
75.994	74.250	0127-0074
76.094	74.250	0127-0074
76.194	74.250	0127-0074
76.294	74.250	0127-0074
76.394	74.250	0127-0074
76.494	74.250	0127-0074
76.594	74.250	0127-0074
76.694	74.250	0127-0074
76.794	74.250	0127-0074
76.894	74.250	0127-0074
76.994	74.250	0127-0074
77.094	74.250	0127-0074
77.194	74.250	0127-0074
77.294	74.250	0127-0074
77.394	74.250	0127-0074
77.494	74.250	0127-0074
77.594	74.250	0127-0074
77.694	74.250	0127-0074
77.794	74.250	0127-0074
77.894	74.250	0127-0074
77.994	74.250	0127-0074
78.094	74.250	0127-0074
78.194	74.250	0127-0074
78.294	74.250	0127-0074
78.394	74.250	0127-0074
78.494	74.250	0127-0074
78.594	74.250	0127-0074
78.694	74.250	0127-0074
78.794	74.250	0127-0074
78.894	74.250	0127-0074
78.994	74.250	0127-0074
79.094	74.250	0127-0074
79.194	74.250	0127-0074
79.294	74.250	0127-0074
79.394	74.250	0127-0074
79.494	74.250	0127-0074
79.594	74.250	0127-0074
79.694	74.250	0127-0074
79.794	74.250	0127-0074
79.894	74.250	0127-0074
79.994	74.250	0127-0074
80.094	74.250	0127-0074
80.194	74.250	0127-0074
80.294	74.250	0127-0074
80.394	74.250	0127-0074
80.494	74.250	0127-0074
80.594	74.250	0127-0074
80.694	74.250	0127-0074
80.794	74.250	0127-0074
80.894	74.250	0127-0074
80.994	74.250	0127-0074
81.094	74.250	0127-0074
81.194	74.250	0127-0074
81.294	74.250	0127-0074
81.394	74.250	0127-0074
81.494	74.250	0127-0074
81.594	74.250	0127-0074
81.694	74.250	0127-0074
81.794	74.250	0127-0074
81.894	74.250	0127-0074
81.994	74.250	0127-0074
82.094	74.243	0127-0074
82.193	74.236	0127-0074
82.293	74.228	0127-0074
82.393	74.221	0127-0074
82.493	74.213	0127-0074
82.592	74.206	0127-0074
82.692	74.198	0127-0074
82.792	74.191	0127-0074
82.891	74.183	0127-0074
82.991	74.176	0127-0074
83.091	74.169	0127-0074
83.191	74.161	0127-0074
83.290	74.154	0127-0074
83.390	74.146	0127-0074
83.490	74.139	0127-0074
83.590	74.131	0127-0074
83.689	74.124	0127-0074
83.789	74.116	0127-0074
83.889	74.109	0127-0074
83.988	74.102	0127-0074
84.088	74.094	0127-0074
84.188	74.087	0127-0074
84.288	74.079	0127-0074
84.387	74.072	0127-0074
84.487	74.064	0127-0074
84.587	74.057	0127-0074
84.686	74.050	0127-0074
84.786	74.042	0127-0074
84.886	74.035	0127-0074
84.986	74.027	0127-0074
85.085	74.020	0127-0074
85.185	74.012	0127-0074
85.285	74.005	0127-0074
85.385	73.997	0127-0074
85.484	73.990	0127-0074
85.584	73.983	0127-0074
85.684	73.975	0127-0074
85.783	73.968	0127-0074
85.883	73.960	0127-0074
85.983	73.953	0127-0074
86.083	73.945	0127-0074
86.182	73.938	0127-0074
86.270	73.890	0127-0074
86.356	73.839	0127-0074
86.443	73.789	0127-0074
86.529	73.739	0127-0074
86.616	73.689	0127-0074
86.702	73.639	0127-0074
86.789	73.589	0127-0074
86.875	73.538	0127-0074
86.962	73.488	0127-0074
87.048	73.438	0127-0074
87.135	73.388	0127-0074
87.221	73.338	0127-0074
87.308	73.287	0127-0074
87.394	73.237	0127-0074
87.481	73.187	0127-0074
87.567	73.137	0127-0074
87.654	73.087	0127-0074
87.740	73.036	0127-0074
87.827	72.986	0127-0074
87.913	72.936	0127-0074
88.000	72.886	0127-0074
88.086	72.836	0127-0074
88.173	72.786	0127-0074
88.259	72.735	0127-0074
88.346	72.685	0127-0074
88.432	72.635	0127-0074
88.519	72.585	0127-0074
88.605	72.535	0127-0074
88.692	72.484	0127-0074
88.778	72.434	0127-0074
88.865	72.384	0127-0074
88.951	72.334	0127-0074
89.038	72.284	0127-0074
89.124	72.233	0127-0074
89.211	72.183	0127-0074
89.297	72.133	0127-0074
89.384	72.083	0127-0074
89.470	72.033	0127-0074
89.557	71.983	0127-0074
89.643	71.932	0127-0074
89.730	71.882	0127-0074
89.816	71.832	0127-0074
89.903	71.782	0127-0074
89.989	71.732	0127-0074
90.076	71.681	0127-0074
90.162	71.631	0127-0074
90.249	71.581	0127-0074
90.335	71.531	0127-0074
90.422	71.481	0127-0074
90.508	71.430	0127-0074
90.595	71.380	0127-0074
90.681	71.330	0127-0074
90.768	71.280	0127-0074
90.854	71.230	0127-0074
90.941	71.180	0127-0074
91.027	71.129	0127-0074
91.114	71.079	0127-0074
91.200	71.029	0127-0074
91.285	70.976	0127-0074
91.367	70.919	0127-0074
91.450	70.863	0127-0074
91.532	70.806	0127-0074
91.615	70.750	0127-0074
91.697	70.693	0127-0074
91.780	70.636	0127-0074
91.862	70.580	0127-0074
91.944	70.523	0127-0074
92.027	70.467	0127-0074
92.109	70.410	0127-0074
92.192	70.353	0127-0074
92.274	70.297	0127-0074
92.357	70.240	0127-0074
92.439	70.184	0127-0074
92.522	70.127	0127-0074
92.604	70.070	0127-0074
92.686	70.014	0127-0074
92.769	69.957	0127-0074
92.851	69.901	0127-0074
92.934	69.844	0127-0074
93.016	69.787	0127-0074
93.099	69.731	0127-0074
93.181	69.674	0127-0074
93.263	69.618	0127-0074
93.346	69.561	0127-0074
93.428	69.504	0127-0074
93.511	69.448	0127-0074
93.593	69.391	0127-0074
93.676	69.335	0127-0074
93.758	69.278	0127-0074
93.841	69.221	0127-0074
93.923	69.165	0127-0074
94.005	69.108	0127-0074
94.088	69.052	0127-0074
94.170	68.995	0127-0074
94.253	68.938	0127-0074
94.335	68.882	0127-0074
94.418	68.825	0127-0074
94.500	68.769	0127-0074
94.583	68.712	0127-0074
94.665	68.655	0127-0074
94.747	68.599	0127-0074
94.830	68.542	0127-0074
94.912	68.486	0127-0074
94.995	68.429	0127-0074
95.077	68.372	0127-0074
95.160	68.316	0127-0074
95.242	68.259	0127-0074
95.324	68.203	0127-0074
95.407	68.146	0127-0074
95.474	68.072	0127-0074
95.531	67.990	0127-0074
95.588	67.908	0127-0074
95.645	67.826	0127-0074
95.702	67.744	0127-0074
95.759	67.661	0127-0074
95.817	67.579	0127-0074
95.874	67.497	0127-0074
95.931	67.415	0127-0074
95.988	67.333	0127-0074
96.045	67.251	0127-0074
96.102	67.169	0127-0074
96.159	67.086	0127-0074
96.216	67.004	0127-0074
96.273	66.922	0127-0074
96.330	66.840	0127-0074
96.387	66.758	0127-0074
96.444	66.676	0127-0074
96.501	66.594	0127-0074
96.558	66.511	0127-0074
96.615	66.429	0127-0074
96.672	66.347	0127-0074
96.729	66.265	0127-0074
96.786	66.183	0127-0074
96.843	66.101	0127-0074
96.900	66.019	0127-0074
96.957	65.936	0127-0074
97.002	65.847	0127-0074
97.008	65.747	0127-0074
97.014	65.647	0127-0074
97.020	65.547	0127-0074
97.026	65.448	0127-0074
97.032	65.348	0127-0074
97.039	65.248	0127-0074
97.045	65.148	0127-0074
97.051	65.048	0127-0074
97.057	64.949	0127-0074
97.063	64.849	0127-0074
97.069	64.749	0127-0074
97.075	64.649	0127-0074
97.082	64.549	0127-0074
97.088	64.450	0127-0074
97.094	64.350	0127-0074
97.100	64.250	0127-0074
97.106	64.150	0127-0074
97.112	64.050	0127-0074
97.118	63.950	0127-0074
97.125	63.851	0127-0074
97.131	63.751	0127-0074
97.137	63.651	0127-0074
97.143	63.551	0127-0074
97.149	63.451	0127-0074
97.155	63.352	0127-0074
97.161	63.252	0127-0074
97.168	63.152	0127-0074
97.174	63.052	0127-0074
97.180	62.952	0127-0074
97.186	62.853	0127-0074
97.192	62.753	0127-0074
97.198	62.653	0127-0074
97.204	62.553	0127-0074
97.211	62.453	0127-0074
97.217	62.354	0127-0074
97.223	62.254	0127-0074
97.229	62.154	0127-0074
97.235	62.054	0127-0074
97.241	61.954	0127-0074
97.247	61.854	0127-0074
97.224	61.757	0127-0074
97.181	61.667	0127-0074
97.137	61.577	0127-0074
97.094	61.487	0127-0074
97.051	61.396	0127-0074
97.008	61.306	0127-0074
96.965	61.216	0127-0074
96.922	61.126	0127-0074
96.879	61.035	0127-0074
96.836	60.945	0127-0074
96.793	60.855	0127-0074
96.750	60.765	0127-0074
96.706	60.674	0127-0074
96.663	60.584	0127-0074
96.620	60.494	0127-0074
96.577	60.404	0127-0074
96.534	60.314	0127-0074
96.491	60.223	0127-0074
96.448	60.133	0127-0074
96.405	60.043	0127-0074
96.362	59.953	0127-0074
96.319	59.862	0127-0074
96.275	59.772	0127-0074
96.232	59.682	0127-0074
96.189	59.592	0127-0074
96.146	59.501	0127-0074
96.103	59.411	0127-0074
96.060	59.321	0127-0074
96.017	59.231	0127-0074
95.974	59.140	0127-0074
95.931	59.050	0127-0074
95.888	58.960	0127-0074
95.845	58.870	0127-0074
95.801	58.780	0127-0074
95.758	58.689	0127-0074
95.715	58.599	0127-0074
95.672	58.509	0127-0074
95.629	58.419	0127-0074
95.586	58.328	0127-0074
95.543	58.238	0127-0074
95.500	58.148	0127-0074
95.457	58.058	0127-0074
95.414	57.967	0127-0074
95.370	57.877	0127-0074
95.327	57.787	0127-0074
95.284	57.697	0127-0074
95.238	57.608	0127-0074
95.181	57.526	0127-0074
95.123	57.444	0127-0074
95.066	57.362	0127-0074
95.009	57.280	0127-0074
94.951	57.198	0127-0074
94.894	57.116	0127-0074
94.837	57.035	0127-0074
94.779	56.953	0127-0074
94.722	56.871	0127-0074
94.665	56.789	0127-0074
94.607	56.707	0127-0074
94.550	56.625	0127-0074
94.493	56.543	0127-0074
94.435	56.461	0127-0074
94.378	56.379	0127-0074
94.321	56.297	0127-0074
94.263	56.215	0127-0074
94.206	56.133	0127-0074
94.149	56.051	0127-0074
94.091	55.970	0127-0074
94.034	55.888	0127-0074
93.976	55.806	0127-0074
93.919	55.724	0127-0074
93.862	55.642	0127-0074
93.804	55.560	0127-0074
93.747	55.478	0127-0074
93.690	55.396	0127-0074
93.632	55.314	0127-0074
93.575	55.232	0127-0074
93.518	55.150	0127-0074
93.460	55.068	0127-0074
93.403	54.986	0127-0074
93.346	54.905	0127-0074
93.288	54.823	0127-0074
93.231	54.741	0127-0074
93.174	54.659	0127-0074
93.116	54.577	0127-0074
93.059	54.495	0127-0074
93.002	54.413	0127-0074
92.944	54.331	0127-0074
92.887	54.249	0127-0074
92.830	54.167	0127-0074
92.772	54.085	0127-0074
92.715	54.003	0127-0074
92.658	53.921	0127-0074
92.600	53.840	0127-0074
92.543	53.758	0127-0074
92.485	53.676	0127-0074
92.428	53.594	0127-0074
92.371	53.512	0127-0074
92.313	53.430	0127-0074
92.256	53.348	0127-0074
92.199	53.266	0127-0074
92.141	53.184	0127-0074
92.084	53.102	0127-0074
92.032	53.017	0127-0074
91.997	52.923	0127-0074
91.961	52.830	0127-0074
91.926	52.736	0127-0074
91.890	52.643	0127-0074
91.855	52.549	0127-0074
91.819	52.456	0127-0074
91.784	52.362	0127-0074
91.748	52.269	0127-0074
91.713	52.175	0127-0074
91.677	52.082	0127-0074
91.642	51.988	0127-0074
91.606	51.895	0127-0074
91.570	51.801	0127-0074
91.535	51.708	0127-0074
91.499	51.615	0127-0074
91.464	51.521	0127-0074
91.428	51.428	0127-0074
91.393	51.334	0127-0074
91.357	51.241	0127-0074
91.322	51.147	0127-0074
91.286	51.054	0127-0074
91.251	50.960	0127-0074
91.215	50.867	0127-0074
91.180	50.773	0127-0074
91.144	50.680	0127-0074
91.109	50.586	0127-0074
91.073	50.493	0127-0074
91.038	50.399	0127-0074
91.002	50.306	0127-0074
90.967	50.212	0127-0074
90.931	50.119	0127-0074
90.896	50.025	0127-0074
90.860	49.932	0127-0074
90.825	49.838	0127-0074
90.789	49.745	0127-0074
90.754	49.651	0127-0074
90.718	49.558	0127-0074
90.683	49.464	0127-0074
90.647	49.371	0127-0074
90.612	49.278	0127-0074
90.576	49.184	0127-0074
90.540	49.091	0127-0074
90.505	48.997	0127-0074
90.469	48.904	0127-0074
90.434	48.810	0127-0074
90.398	48.717	0127-0074
90.363	48.623	0127-0074
90.327	48.530	0127-0074
90.292	48.436	0127-0074
90.256	48.343	0127-0074
90.221	48.249	0127-0074
90.185	48.156	0127-0074
90.150	48.062	0127-0074
90.114	47.969	0127-0074
90.079	47.875	0127-0074
90.043	47.782	0127-0074
90.008	47.688	0127-0074
89.972	47.595	0127-0074
89.937	47.501	0127-0074
89.901	47.408	0127-0074
89.866	47.314	0127-0074
89.830	47.221	0127-0074
89.795	47.127	0127-0074
89.759	47.034	0127-0074
89.724	46.940	0127-0074
89.688	46.847	0127-0074
89.653	46.754	0127-0074
89.617	46.660	0127-0074
89.582	46.567	0127-0074
89.546	46.473	0127-0074
89.510	46.380	0127-0074
89.475	46.286	0127-0074
89.439	46.193	0127-0074
89.427	46.093	0127-0074
89.416	45.994	0127-0074
89.405	45.895	0127-0074
89.394	45.795	0127-0074
89.383	45.696	0127-0074
89.372	45.596	0127-0074
89.361	45.497	0127-0074
89.350	45.398	0127-0074
89.339	45.298	0127-0074
89.328	45.199	0127-0074
89.317	45.100	0127-0074
89.306	45.000	0127-0074
89.295	44.901	0127-0074
89.283	44.801	0127-0074
89.272	44.702	0127-0074
89.261	44.603	0127-0074
89.250	44.503	0127-0074
89.239	44.404	0127-0074
89.228	44.304	0127-0074
89.217	44.205	0127-0074
89.206	44.106	0127-0074
89.195	44.006	0127-0074
89.184	43.907	0127-0074
89.173	43.807	0127-0074
89.162	43.708	0127-0074
89.151	43.609	0127-0074
89.140	43.509	0127-0074
89.129	43.410	0127-0074
89.118	43.311	0127-0074
89.107	43.211	0127-0074
89.096	43.112	0127-0074
89.085	43.012	0127-0074
89.074	42.913	0127-0074
89.063	42.814	0127-0074
89.052	42.714	0127-0074
89.041	42.615	0127-0074
89.029	42.515	0127-0074
89.018	42.416	0127-0074
89.007	42.317	0127-0074
88.996	42.217	0127-0074
88.985	42.118	0127-0074
88.974	42.019	0127-0074
88.963	41.919	0127-0074
88.952	41.820	0127-0074
88.941	41.720	0127-0074
88.930	41.621	0127-0074
88.919	41.522	0127-0074
88.908	41.422	0127-0074
88.897	41.323	0127-0074
88.886	41.223	0127-0074
88.875	41.124	0127-0074
88.851	41.027	0127-0074
88.826	40.930	0127-0074
88.802	40.833	0127-0074
88.778	40.736	0127-0074
88.753	40.639	0127-0074
88.729	40.542	0127-0074
88.705	40.445	0127-0074
88.681	40.348	0127-0074
88.656	40.251	0127-0074
88.632	40.154	0127-0074
88.608	40.057	0127-0074
88.584	39.960	0127-0074
88.559	39.863	0127-0074
88.535	39.766	0127-0074
88.511	39.669	0127-0074
88.487	39.572	0127-0074
88.462	39.475	0127-0074
88.438	39.378	0127-0074
88.414	39.281	0127-0074
88.390	39.184	0127-0074
88.365	39.087	0127-0074
88.341	38.990	0127-0074
88.317	38.893	0127-0074
88.293	38.796	0127-0074
88.268	38.699	0127-0074
88.244	38.602	0127-0074
88.220	38.505	0127-0074
88.196	38.408	0127-0074
88.171	38.311	0127-0074
88.147	38.214	0127-0074
88.123	38.117	0127-0074
88.099	38.020	0127-0074
88.074	37.923	0127-0074
88.050	37.826	0127-0074
88.026	37.729	0127-0074
88.002	37.632	0127-0074
87.977	37.534	0127-0074
87.953	37.437	0127-0074
87.929	37.340	0127-0074
87.905	37.243	0127-0074
87.880	37.146	0127-0074
87.856	37.049	0127-0074
87.832	36.952	0127-0074
87.808	36.855	0127-0074
87.783	36.758	0127-0074
87.759	36.661	0127-0074
87.709	36.575	0127-0074
87.646	36.497	0127-0074
87.583	36.419	0127-0074
87.520	36.342	0127-0074
87.457	36.264	0127-0074
87.394	36.186	0127-0074
87.331	36.109	0127-0074
87.268	36.031	0127-0074
87.205	35.953	0127-0074
87.142	35.876	0127-0074
87.079	35.798	0127-0074
87.016	35.720	0127-0074
86.953	35.643	0127-0074
86.890	35.565	0127-0074
86.827	35.487	0127-0074
86.765	35.410	0127-0074
86.702	35.332	0127-0074
86.639	35.254	0127-0074
86.576	35.177	0127-0074
86.513	35.099	0127-0074
86.450	35.021	0127-0074
86.387	34.944	0127-0074
86.324	34.866	0127-0074
86.261	34.788	0127-0074
86.198	34.710	0127-0074
86.135	34.633	0127-0074
86.072	34.555	0127-0074
86.009	34.477	0127-0074
85.946	34.400	0127-0074
85.883	34.322	0127-0074
85.802	34.264	0127-0074
85.718	34.208	0127-0074
85.635	34.153	0127-0074
85.552	34.097	0127-0074
85.469	34.042	0127-0074
85.386	33.986	0127-0074
85.302	33.931	0127-0074
85.219	33.875	0127-0074
85.136	33.820	0127-0074
85.053	33.764	0127-0074
84.970	33.709	0127-0074
84.886	33.653	0127-0074
84.803	33.598	0127-0074
84.720	33.543	0127-0074
84.637	33.487	0127-0074
84.554	33.432	0127-0074
84.470	33.376	0127-0074
84.387	33.321	0127-0074
84.304	33.265	0127-0074
84.221	33.210	0127-0074
84.138	33.154	0127-0074
84.054	33.099	0127-0074
83.971	33.043	0127-0074
83.888	32.988	0127-0074
83.805	32.932	0127-0074
83.722	32.877	0127-0074
83.638	32.821	0127-0074
83.604	32.728	0127-0074
83.580	32.631	0127-0074
83.555	32.534	0127-0074
83.531	32.437	0127-0074
83.507	32.340	0127-0074
83.482	32.242	0127-0074
83.458	32.145	0127-0074
83.434	32.048	0127-0074
83.410	31.951	0127-0074
83.385	31.854	0127-0074
83.463	31.791	0127-0074
83.560	31.767	0127-0074
83.657	31.743	0127-0074
83.754	31.720	0127-0074
83.851	31.696	0127-0074
83.948	31.672	0127-0074
84.046	31.648	0127-0074
84.143	31.624	0127-0074
84.240	31.601	0127-0074
84.337	31.577	0127-0074
84.434	31.553	0127-0074
84.531	31.529	0127-0074
84.628	31.506	0127-0074
84.725	31.482	0127-0074
84.823	31.458	0127-0074
84.920	31.434	0127-0074
85.017	31.410	0127-0074
85.114	31.387	0127-0074
85.211	31.363	0127-0074
85.308	31.339	0127-0074
85.405	31.315	0127-0074
85.503	31.291	0127-0074
85.600	31.268	0127-0074
85.697	31.244	0127-0074
85.794	31.220	0127-0074
85.891	31.196	0127-0074
85.988	31.173	0127-0074
86.085	31.149	0127-0074
86.182	31.125	0127-0074
86.280	31.101	0127-0074
86.377	31.077	0127-0074
86.470	31.043	0127-0074
86.556	30.991	0127-0074
86.642	30.939	0127-0074
86.727	30.888	0127-0074
86.813	30.836	0127-0074
86.899	30.784	0127-0074
86.984	30.733	0127-0074
87.070	30.681	0127-0074
87.155	30.629	0127-0074
87.241	30.578	0127-0074
87.327	30.526	0127-0074
87.412	30.474	0127-0074
87.498	30.423	0127-0074
87.583	30.371	0127-0074
87.669	30.319	0127-0074
87.755	30.268	0127-0074
87.840	30.216	0127-0074
87.926	30.164	0127-0074
88.012	30.113	0127-0074
88.097	30.061	0127-0074
88.183	30.009	0127-0074
88.268	29.958	0127-0074
88.354	29.906	0127-0074
88.440	29.854	0127-0074
88.525	29.803	0127-0074
88.611	29.751	0127-0074
88.697	29.699	0127-0074
88.782	29.648	0127-0074
88.868	29.596	0127-0074
88.953	29.544	0127-0074
89.039	29.493	0127-0074
89.125	29.441	0127-0074
89.210	29.389	0127-0074
89.296	29.338	0127-0074
89.381	29.286	0127-0074
89.467	29.234	0127-0074
89.553	29.183	0127-0074
89.638	29.131	0127-0074
89.724	29.079	0127-0074
89.810	29.028	0127-0074
89.895	28.976	0127-0074
89.981	28.924	0127-0074
90.067	28.873	0127-0074
90.159	28.834	0127-0074
90.251	28.795	0127-0074
90.343	28.756	0127-0074
90.435	28.717	0127-0074
90.527	28.678	0127-0074
90.619	28.639	0127-0074
90.711	28.600	0127-0074
90.803	28.560	0127-0074
90.895	28.521	0127-0074
90.987	28.482	0127-0074
91.079	28.443	0127-0074
91.171	28.404	0127-0074
91.263	28.365	0127-0074
91.355	28.326	0127-0074
91.447	28.287	0127-0074
91.539	28.248	0127-0074
91.632	28.209	0127-0074
91.724	28.170	0127-0074
91.816	28.131	0127-0074
91.908	28.091	0127-0074
92.000	28.052	0127-0074
92.092	28.013	0127-0074
92.184	27.974	0127-0074
92.276	27.935	0127-0074
92.368	27.896	0127-0074
92.460	27.857	0127-0074
92.552	27.818	0127-0074
92.644	27.779	0127-0074
92.736	27.740	0127-0074
92.828	27.701	0127-0074
92.920	27.661	0127-0074
93.012	27.622	0127-0074
93.104	27.583	0127-0074
93.196	27.544	0127-0074
93.288	27.505	0127-0074
93.380	27.466	0127-0074
93.472	27.427	0127-0074
93.564	27.388	0127-0074
93.656	27.349	0127-0074
93.749	27.310	0127-0074
93.841	27.271	0127-0074
93.933	27.232	0127-0074
94.025	27.192	0127-0074
94.117	27.153	0127-0074
94.209	27.114	0127-0074
94.301	27.075	0127-0074
94.393	27.036	0127-0074
94.485	26.997	0127-0074
94.577	26.958	0127-0074
94.666	26.913	0127-0074
94.752	26.862	0127-0074
94.838	26.811	0127-0074
94.924	26.760	0127-0074
95.010	26.709	0127-0074
95.096	26.658	0127-0074
95.182	26.607	0127-0074
95.269	26.556	0127-0074
95.355	26.505	0127-0074
95.441	26.454	0127-0074
95.527	26.403	0127-0074
95.613	26.352	0127-0074
95.699	26.301	0127-0074
95.785	26.250	0127-0074
95.871	26.199	0127-0074
95.957	26.148	0127-0074
96.043	26.097	0127-0074
96.129	26.046	0127-0074
96.215	25.995	0127-0074
96.301	25.944	0127-0074
96.387	25.893	0127-0074
96.473	25.842	0127-0074
96.559	25.791	0127-0074
96.645	25.740	0127-0074
96.731	25.689	0127-0074
96.817	25.639	0127-0074
96.903	25.588	0127-0074
96.989	25.537	0127-0074
97.075	25.486	0127-0074
97.161	25.435	0127-0074
97.247	25.384	0127-0074
97.333	25.333	0127-0074
97.419	25.282	0127-0074
97.505	25.231	0127-0074
97.591	25.180	0127-0074
97.677	25.129	0127-0074
97.763	25.078	0127-0074
97.849	25.027	0127-0074
97.935	24.976	0127-0074
98.035	24.973	0127-0074
98.106	25.044	0127-0074
98.177	25.114	0127-0074
98.247	25.185	0127-0074
98.318	25.256	0127-0074
98.389	25.326	0127-0074
98.460	25.397	0127-0074
98.530	25.468	0127-0074
98.601	25.539	0127-0074
98.672	25.609	0127-0074
98.742	25.680	0127-0074
98.813	25.751	0127-0074
98.884	25.821	0127-0074
98.955	25.892	0127-0074
99.025	25.963	0127-0074
99.024	26.063	0127-0074
98.971	26.148	0127-0074
98.918	26.233	0127-0074
98.866	26.318	0127-0074
98.813	26.403	0127-0074
98.760	26.488	0127-0074
98.708	26.573	0127-0074
98.655	26.658	0127-0074
98.603	26.743	0127-0074
98.550	26.828	0127-0074
98.497	26.913	0127-0074
98.445	26.998	0127-0074
98.392	27.083	0127-0074
98.339	27.168	0127-0074
98.287	27.253	0127-0074
98.234	27.338	0127-0074
98.181	27.423	0127-0074
98.129	27.508	0127-0074
98.076	27.593	0127-0074
98.024	27.678	0127-0074
97.971	27.763	0127-0074
97.918	27.848	0127-0074
97.866	27.933	0127-0074
97.813	28.018	0127-0074
97.760	28.103	0127-0074
97.708	28.188	0127-0074
97.655	28.273	0127-0074
97.602	28.359	0127-0074
97.550	28.444	0127-0074
97.497	28.529	0127-0074
97.445	28.614	0127-0074
97.375	28.685	0127-0074
97.303	28.755	0127-0074
97.231	28.824	0127-0074
97.159	28.894	0127-0074
97.087	28.963	0127-0074
97.015	29.033	0127-0074
96.944	29.102	0127-0074
96.872	29.172	0127-0074
96.800	29.241	0127-0074
96.728	29.311	0127-0074
96.656	29.380	0127-0074
